District,year,month,mean
Garhwa,2016,5,2.3201810438070076
Giridih,2016,5,2.293013268183684
Hazaribag,2016,5,2.3873722671362327
Koderma,2016,5,2.7533930243669076
Pakur,2016,5,5.839532402868862
Sahibganj,2016,5,6.279313621235172
Dumka,2016,5,3.655392099055361
Gumla,2016,5,2.5144464635440613
Jamtara,2016,5,2.6215234160940963
Latehar,2016,5,2.3266651078466003
Palamu,2016,5,2.2585635467978626
Pashchim Singhbhum,2016,5,3.0757786546613053
Seraikela_Kharsawan,2016,5,3.5971976284680927
Simdega,2016,5,2.496096556209127
Deoghar,2016,5,2.448069722625991
Godda,2016,5,5.305479466679761
Lohardaga,2016,5,2.382587096565649
Ranchi,2016,5,2.9566660088910335
Dhanbad,2016,5,2.5203257250916598
Purba Singhbhum,2016,6,3.0655103340114236
Bokaro,2016,6,6.707176371895549
Chatra,2016,6,5.034748216496427
Garhwa,2016,6,4.466008986875355
Giridih,2016,6,8.79931123578265
Hazaribag,2016,6,7.975109984769695
Koderma,2016,6,9.425341281047274
Pakur,2016,6,12.800864838461841
Sahibganj,2016,6,13.972330063418191
Dumka,2016,6,8.95885810565489
Gumla,2016,6,7.5333718223998
Jamtara,2016,6,5.907295088687057
Latehar,2016,6,9.85161128408618
Palamu,2016,6,2.9306787635418288
Pashchim Singhbhum,2016,6,3.839933077121675
Seraikela_Kharsawan,2016,6,3.207310392110872
Simdega,2016,6,4.407271216669283
Deoghar,2016,6,8.322567251225484
Godda,2016,6,13.083750445513976
Lohardaga,2016,6,12.880742126674745
Ranchi,2016,6,5.005621677733768
Dhanbad,2016,6,5.301553753699838
Purba Singhbhum,2016,7,13.852301896636032
Bokaro,2016,7,22.714931247356947
Chatra,2016,7,22.196942535714005
Garhwa,2016,7,23.21007144709089
Giridih,2016,7,23.764649894838232
Hazaribag,2016,7,23.134943719042777
Koderma,2016,7,24.26800464580746
Pakur,2016,7,23.90573986842688
Sahibganj,2016,7,24.66516101848223
Dumka,2016,7,20.922618708628107
Gumla,2016,7,22.904398999570855
Jamtara,2016,7,20.923413601591804
Latehar,2016,7,23.898386479784417
Palamu,2016,7,20.567517058128374
Pashchim Singhbhum,2016,7,19.116301004114096
Seraikela_Kharsawan,2016,7,15.068704911164248
Simdega,2016,7,23.393647203977917
Deoghar,2016,7,21.608062527573605
Godda,2016,7,24.28516360222493
Lohardaga,2016,7,24.917328048322762
Ranchi,2016,7,19.563716285128372
Dhanbad,2016,7,19.829028570942167
Purba Singhbhum,2016,8,22.466475141374776
Bokaro,2016,8,24.33369531002988
Chatra,2016,8,24.062962482724814
Garhwa,2016,8,24.714863285494122
Giridih,2016,8,24.11015447044182
Hazaribag,2016,8,24.46202656097562
Koderma,2016,8,24.139146822298745
Pakur,2016,8,22.736021571253623
Sahibganj,2016,8,22.188780136428033
Dumka,2016,8,22.639963866789564
Gumla,2016,8,24.883622331311702
Jamtara,2016,8,22.83998147179099
Latehar,2016,8,24.995019519983245
Palamu,2016,8,24.019805260312026
Pashchim Singhbhum,2016,8,23.969923611745198
Seraikela_Kharsawan,2016,8,22.893445509859163
Simdega,2016,8,24.55199052137027
Deoghar,2016,8,23.041055258156888
Godda,2016,8,22.321963741210293
Lohardaga,2016,8,25.098558312283753
Ranchi,2016,8,24.419942694371034
Dhanbad,2016,8,23.00416987474381
Purba Singhbhum,2016,9,22.851079632313706
Bokaro,2016,9,23.78721980648641
Chatra,2016,9,24.66542438720975
Garhwa,2016,9,24.69960584769998
Giridih,2016,9,24.171343537039814
Hazaribag,2016,9,24.416005383836424
Koderma,2016,9,24.623637309480777
Pakur,2016,9,24.58247763491301
Sahibganj,2016,9,24.769708537532946
Dumka,2016,9,24.152481229411382
Gumla,2016,9,24.772603293140296
Jamtara,2016,9,22.776443225048865
Latehar,2016,9,25.001864702154638
Palamu,2016,9,24.56338600792997
Pashchim Singhbhum,2016,9,24.075327922607176
Seraikela_Kharsawan,2016,9,22.993555612964307
Simdega,2016,9,23.878446822092513
Deoghar,2016,9,24.025112875288713
Godda,2016,9,24.60848412207189
Lohardaga,2016,9,24.923568659421946
Ranchi,2016,9,24.028904411152844
Dhanbad,2016,9,22.45006965274961
